verbatimIdentification,cleanedTaxonomy,ambiguous,selected_match,name_change,scientificName,taxonRank,scientificNameID,kingdom,phylum,class,order,family,genus,match_type_debug,nameAccordingTo
Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius albidus,Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius albidus,False,False,False,Merluccius albidus,Species,urn:lsid:marinespecies.org:taxname:158748,Animalia,Chordata,Teleostei,Gadiformes,Merlucciidae,Merluccius,Success_Batch_Merluccius albidus,WoRMS
Eukaryota;Chordata;Actinopteri;Gadiformes;Phycidae;Urophycis;Urophycis floridana,Eukaryota;Chordata;Actinopteri;Gadiformes;Phycidae;Urophycis;Urophycis floridana,False,True,False,Urophycis floridana,Species,urn:lsid:marinespecies.org:taxname:158990,Animalia,Chordata,Teleostei,Gadiformes,Phycidae,Urophycis,Success_Batch_Urophycis floridana,WoRMS
Eukaryota;Chordata;Actinopteri;Gadiformes;Phycidae;Urophycis;Urophycis floridana,Eukaryota;Chordata;Actinopteri;Gadiformes;Phycidae;Urophycis;Urophycis floridana,False,True,False,Urophycis floridana,Species,urn:lsid:marinespecies.org:taxname:158990,Animalia,Chordata,Teleostei,Gadiformes,Phycidae,Urophycis,Success_Batch_Urophycis floridana,WoRMS
Eukaryota;Chordata;Actinopteri;Gadiformes;Steindachneriidae;Steindachneria;Steindachneria argentea,Eukaryota;Chordata;Actinopteri;Gadiformes;Steindachneriidae;Steindachneria;Steindachneria argentea,False,True,False,Steindachneria argentea,Species,urn:lsid:marinespecies.org:taxname:282877,Animalia,Chordata,Teleostei,Gadiformes,Steindachneriidae,Steindachneria,Success_Batch_Steindachneria argentea,WoRMS
Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae,Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae,False,True,False,Gobiidae,Family,urn:lsid:marinespecies.org:taxname:125537,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,,Success_Batch_Gobiidae,WoRMS
Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Bollmannia;Bollmannia communis,Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Bollmannia;Bollmannia communis,False,True,False,Bollmannia communis,Species,urn:lsid:marinespecies.org:taxname:279929,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Bollmannia,Success_Batch_Bollmannia communis,WoRMS
Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Glossogobius;Glossogobius giuris,Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Glossogobius;Glossogobius giuris,False,True,False,Glossogobius giuris,Species,urn:lsid:marinespecies.org:taxname:219471,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Glossogobius,Success_Batch_Glossogobius giuris,WoRMS
Eukaryota;Chordata;Actinopteri;Istiophoriformes;Xiphiidae;Xiphias;Xiphias gladius,Eukaryota;Chordata;Actinopteri;Istiophoriformes;Xiphiidae;Xiphias;Xiphias gladius,False,True,False,Xiphias gladius,Species,urn:lsid:marinespecies.org:taxname:127094,Animalia,Chordata,Teleostei,Carangiformes,Xiphiidae,Xiphias,Success_Batch_Xiphias gladius,WoRMS
Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Xyrichtys;Xyrichtys novacula,Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Xyrichtys;Xyrichtys novacula,False,True,False,Xyrichtys novacula,Species,urn:lsid:marinespecies.org:taxname:126971,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Xyrichtys,Success_Batch_Xyrichtys novacula,WoRMS
Eukaryota;Chordata;Actinopteri;Lampriformes;Trachipteridae;Zu;Zu cristatus,Eukaryota;Chordata;Actinopteri;Lampriformes;Trachipteridae;Zu;Zu cristatus,False,False,False,Zu cristatus,Species,urn:lsid:marinespecies.org:taxname:126529,Animalia,Chordata,Teleostei,Lampriformes,Trachipteridae,Zu,Success_Batch_Zu cristatus,WoRMS
Eukaryota;Chordata;Actinopteri;Lophiiformes;Ogcocephalidae;Zalieutes;Zalieutes mcgintyi,Eukaryota;Chordata;Actinopteri;Lophiiformes;Ogcocephalidae;Zalieutes;Zalieutes mcgintyi,False,True,False,Zalieutes mcgintyi,Species,urn:lsid:marinespecies.org:taxname:283204,Animalia,Chordata,Teleostei,Lophiiformes,Ogcocephalidae,Zalieutes,Success_Batch_Zalieutes mcgintyi,WoRMS
Eukaryota;Chordata;Actinopteri;Lophiiformes;Ogcocephalidae;Zalieutes;Zalieutes mcgintyi,Eukaryota;Chordata;Actinopteri;Lophiiformes;Ogcocephalidae;Zalieutes;Zalieutes mcgintyi,False,True,False,Zalieutes mcgintyi,Species,urn:lsid:marinespecies.org:taxname:283204,Animalia,Chordata,Teleostei,Lophiiformes,Ogcocephalidae,Zalieutes,Success_Batch_Zalieutes mcgintyi,WoRMS
Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus campechanus,Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus campechanus,False,False,False,Lutjanus campechanus,Species,urn:lsid:marinespecies.org:taxname:159795,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus,Success_Batch_Lutjanus campechanus,WoRMS
Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Pristipomoides,Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Pristipomoides,False,True,False,Pristipomoides,Genus,urn:lsid:marinespecies.org:taxname:159804,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Pristipomoides,Success_Batch_Pristipomoides,WoRMS
Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Pristipomoides,Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Pristipomoides,False,True,False,Pristipomoides,Genus,urn:lsid:marinespecies.org:taxname:159804,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Pristipomoides,Success_Batch_Pristipomoides,WoRMS
Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides aquilonaris,Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides aquilonaris,False,True,False,Pristipomoides aquilonaris,Species,urn:lsid:marinespecies.org:taxname:159805,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Pristipomoides,Success_Batch_Pristipomoides aquilonaris,WoRMS
Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Centrobranchus;Centrobranchus nigroocellatus,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Centrobranchus;Centrobranchus nigroocellatus,False,False,False,Centrobranchus nigroocellatus,Species,urn:lsid:marinespecies.org:taxname:126584,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Centrobranchus,Success_Batch_Centrobranchus nigroocellatus,WoRMS
Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Dasyscopelus;Dasyscopelus obtusirostris,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Dasyscopelus;Dasyscopelus obtusirostris,False,True,False,Dasyscopelus obtusirostris,Species,urn:lsid:marinespecies.org:taxname:1525495,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Dasyscopelus,Success_Batch_Dasyscopelus obtusirostris,WoRMS
Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Dasyscopelus;Dasyscopelus obtusirostris,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Dasyscopelus;Dasyscopelus obtusirostris,False,False,False,Dasyscopelus obtusirostris,Species,urn:lsid:marinespecies.org:taxname:1525495,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Dasyscopelus,Success_Batch_Dasyscopelus obtusirostris,WoRMS
Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus,False,True,False,Diaphus,Genus,urn:lsid:marinespecies.org:taxname:125819,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Success_Batch_Diaphus,WoRMS
Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus,False,False,False,Diaphus,Genus,urn:lsid:marinespecies.org:taxname:125819,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Success_Batch_Diaphus,WoRMS
Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus dumerilii,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus dumerilii,False,True,False,Diaphus dumerilii,Species,urn:lsid:marinespecies.org:taxname:126590,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Success_Batch_Diaphus dumerilii,WoRMS
Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus dumerilii,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus dumerilii,False,True,False,Diaphus dumerilii,Species,urn:lsid:marinespecies.org:taxname:126590,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Success_Batch_Diaphus dumerilii,WoRMS
Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus splendidus,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus splendidus,False,True,False,Diaphus splendidus,Species,urn:lsid:marinespecies.org:taxname:158893,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Success_Batch_Diaphus splendidus,WoRMS
Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diogenichthys;Diogenichthys atlanticus,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diogenichthys;Diogenichthys atlanticus,False,False,False,Diogenichthys atlanticus,Species,urn:lsid:marinespecies.org:taxname:126599,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diogenichthys,Success_Batch_Diogenichthys atlanticus,WoRMS
Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Hygophum,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Hygophum,False,True,False,Hygophum,Genus,urn:lsid:marinespecies.org:taxname:125823,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Hygophum,Success_Batch_Hygophum,WoRMS
Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Hygophum,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Hygophum,False,True,False,Hygophum,Genus,urn:lsid:marinespecies.org:taxname:125823,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Hygophum,Success_Batch_Hygophum,WoRMS
Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Lampanyctus,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Lampanyctus,False,True,False,Lampanyctus,Genus,urn:lsid:marinespecies.org:taxname:125825,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,Success_Batch_Lampanyctus,WoRMS
Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Lepidophanes;Lepidophanes guentheri,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Lepidophanes;Lepidophanes guentheri,False,True,False,Lepidophanes guentheri,Species,urn:lsid:marinespecies.org:taxname:126621,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Lepidophanes,Success_Batch_Lepidophanes guentheri,WoRMS
Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Myctophum,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Myctophum,False,True,False,Myctophum,Genus,urn:lsid:marinespecies.org:taxname:125829,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Myctophum,Success_Batch_Myctophum,WoRMS
Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Myctophum;Myctophum affine,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Myctophum;Myctophum affine,False,True,False,Myctophum affine,Species,urn:lsid:marinespecies.org:taxname:158902,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Myctophum,Success_Batch_Myctophum affine,WoRMS
Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Notolychnus;Notolychnus valdiviae,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Notolychnus;Notolychnus valdiviae,False,False,False,Notolychnus valdiviae,Species,urn:lsid:marinespecies.org:taxname:126629,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Notolychnus,Success_Batch_Notolychnus valdiviae,WoRMS
Eukaryota;Chordata;Actinopteri;NA;Malacanthidae;Lopholatilus;Lopholatilus chamaeleonticeps,Eukaryota;Chordata;Actinopteri;NA;Malacanthidae;Lopholatilus;Lopholatilus chamaeleonticeps,False,True,False,Lopholatilus chamaeleonticeps,Species,urn:lsid:marinespecies.org:taxname:159406,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Malacanthidae,Lopholatilus,Success_Batch_Lopholatilus chamaeleonticeps,WoRMS
Eukaryota;Chordata;Actinopteri;NA;Malacanthidae;Lopholatilus;Lopholatilus chamaeleonticeps,Eukaryota;Chordata;Actinopteri;NA;Malacanthidae;Lopholatilus;Lopholatilus chamaeleonticeps,False,True,False,Lopholatilus chamaeleonticeps,Species,urn:lsid:marinespecies.org:taxname:159406,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Malacanthidae,Lopholatilus,Success_Batch_Lopholatilus chamaeleonticeps,WoRMS
Eukaryota;Chordata;Actinopteri;Ophidiiformes;Carapidae;Carapus;Carapus bermudensis,Eukaryota;Chordata;Actinopteri;Ophidiiformes;Carapidae;Carapus;Carapus bermudensis,False,True,False,Carapus bermudensis,Species,urn:lsid:marinespecies.org:taxname:158995,Animalia,Chordata,Teleostei,Ophidiiformes,Carapidae,Carapus,Success_Batch_Carapus bermudensis,WoRMS
Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae,Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae,False,True,False,Ophidiidae,Family,urn:lsid:marinespecies.org:taxname:125505,Animalia,Chordata,Teleostei,Ophidiiformes,Ophidiidae,,Success_Batch_Ophidiidae,WoRMS
Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Benthocometes;Benthocometes robustus,Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Benthocometes;Benthocometes robustus,False,True,False,Benthocometes robustus,Species,urn:lsid:marinespecies.org:taxname:126667,Animalia,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Benthocometes,Success_Batch_Benthocometes robustus,WoRMS
Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Raneya,Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Raneya,False,False,False,Raneya,Genus,urn:lsid:marinespecies.org:taxname:270696,Animalia,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Raneya,Success_Batch_Raneya,WoRMS
Eukaryota;Chordata;Actinopteri;Perciformes;Bembropidae;Bembrops;Bembrops anatirostris,Eukaryota;Chordata;Actinopteri;Perciformes;Bembropidae;Bembrops;Bembrops anatirostris,False,True,False,Bembrops anatirostris,Species,urn:lsid:marinespecies.org:taxname:159842,Animalia,Chordata,Teleostei,Perciformes,Bembropidae,Bembrops,Success_Batch_Bembrops anatirostris,WoRMS
Eukaryota;Chordata;Actinopteri;Perciformes;Bembropidae;Bembrops;Bembrops anatirostris,Eukaryota;Chordata;Actinopteri;Perciformes;Bembropidae;Bembrops;Bembrops anatirostris,False,True,False,Bembrops anatirostris,Species,urn:lsid:marinespecies.org:taxname:159842,Animalia,Chordata,Teleostei,Perciformes,Bembropidae,Bembrops,Success_Batch_Bembrops anatirostris,WoRMS
Eukaryota;Chordata;Actinopteri;Perciformes;Peristediidae;Peristedion,Eukaryota;Chordata;Actinopteri;Perciformes;Peristediidae;Peristedion,False,False,False,Peristedion,Genus,urn:lsid:marinespecies.org:taxname:126165,Animalia,Chordata,Teleostei,Perciformes,Peristediidae,Peristedion,Success_Batch_Peristedion,WoRMS
Eukaryota;Chordata;Actinopteri;Perciformes;Peristediidae;Peristedion;Peristedion miniatum,Eukaryota;Chordata;Actinopteri;Perciformes;Peristediidae;Peristedion;Peristedion miniatum,False,True,False,Peristedion miniatum,Species,urn:lsid:marinespecies.org:taxname:159550,Animalia,Chordata,Teleostei,Perciformes,Peristediidae,Peristedion,Success_Batch_Peristedion miniatum,WoRMS
Eukaryota;Chordata;Actinopteri;Perciformes;Peristediidae;Peristedion;Peristedion miniatum,Eukaryota;Chordata;Actinopteri;Perciformes;Peristediidae;Peristedion;Peristedion miniatum,False,True,False,Peristedion miniatum,Species,urn:lsid:marinespecies.org:taxname:159550,Animalia,Chordata,Teleostei,Perciformes,Peristediidae,Peristedion,Success_Batch_Peristedion miniatum,WoRMS
Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Pontinus,Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Pontinus,False,True,False,Pontinus,Genus,urn:lsid:marinespecies.org:taxname:126170,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Pontinus,Success_Batch_Pontinus,WoRMS
Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Pontinus;Pontinus longispinis,Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Pontinus;Pontinus longispinis,False,True,False,Pontinus longispinis,Species,urn:lsid:marinespecies.org:taxname:159555,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Pontinus,Success_Batch_Pontinus longispinis,WoRMS
Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaena;Scorpaena agassizii,Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaena;Scorpaena agassizii,False,False,False,Scorpaena agassizii,Species,urn:lsid:marinespecies.org:taxname:159560,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaena,Success_Batch_Scorpaena agassizii,WoRMS
Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Baldwinella;Baldwinella aureorubens,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Baldwinella;Baldwinella aureorubens,False,True,False,Baldwinella aureorubens,Species,urn:lsid:marinespecies.org:taxname:1015364,Animalia,Chordata,Teleostei,Perciformes,Anthiadidae,Baldwinella,Success_Batch_Baldwinella aureorubens,WoRMS
Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Baldwinella;Baldwinella aureorubens,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Baldwinella;Baldwinella aureorubens,False,False,False,Baldwinella aureorubens,Species,urn:lsid:marinespecies.org:taxname:1015364,Animalia,Chordata,Teleostei,Perciformes,Anthiadidae,Baldwinella,Success_Batch_Baldwinella aureorubens,WoRMS
Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Bathyanthias;Bathyanthias cubensis,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Bathyanthias;Bathyanthias cubensis,False,True,False,Bathyanthias cubensis,Species,urn:lsid:marinespecies.org:taxname:279867,Animalia,Chordata,Teleostei,Perciformes,Epinephelidae,Bathyanthias,Success_Batch_Bathyanthias cubensis,WoRMS
Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Bathyanthias;Bathyanthias cubensis,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Bathyanthias;Bathyanthias cubensis,False,False,False,Bathyanthias cubensis,Species,urn:lsid:marinespecies.org:taxname:279867,Animalia,Chordata,Teleostei,Perciformes,Epinephelidae,Bathyanthias,Success_Batch_Bathyanthias cubensis,WoRMS
Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus flavolimbatus,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus flavolimbatus,False,True,True,Hyporthodus flavolimbatus,Species,urn:lsid:marinespecies.org:taxname:475077,Animalia,Chordata,Teleostei,Perciformes,Epinephelidae,Hyporthodus,Success_Batch_Epinephelus flavolimbatus,WoRMS
Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus flavolimbatus,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus flavolimbatus,False,False,True,Hyporthodus flavolimbatus,Species,urn:lsid:marinespecies.org:taxname:475077,Animalia,Chordata,Teleostei,Perciformes,Epinephelidae,Hyporthodus,Success_Batch_Epinephelus flavolimbatus,WoRMS
Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Hemanthias;Hemanthias leptus,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Hemanthias;Hemanthias leptus,False,True,False,Hemanthias leptus,Species,urn:lsid:marinespecies.org:taxname:275929,Animalia,Chordata,Teleostei,Perciformes,Anthiadidae,Hemanthias,Success_Batch_Hemanthias leptus,WoRMS
Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Hemanthias;Hemanthias leptus,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Hemanthias;Hemanthias leptus,False,True,False,Hemanthias leptus,Species,urn:lsid:marinespecies.org:taxname:275929,Animalia,Chordata,Teleostei,Perciformes,Anthiadidae,Hemanthias,Success_Batch_Hemanthias leptus,WoRMS
Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Serranus,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Serranus,False,False,False,Serranus,Genus,urn:lsid:marinespecies.org:taxname:126070,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Serranus,Success_Batch_Serranus,WoRMS
Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Serranus;Serranus atrobranchus,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Serranus;Serranus atrobranchus,False,True,False,Serranus atrobranchus,Species,urn:lsid:marinespecies.org:taxname:273891,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Serranus,Success_Batch_Serranus atrobranchus,WoRMS
Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Serranus;Serranus atrobranchus,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Serranus;Serranus atrobranchus,False,False,False,Serranus atrobranchus,Species,urn:lsid:marinespecies.org:taxname:273891,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Serranus,Success_Batch_Serranus atrobranchus,WoRMS
Eukaryota;Chordata;Actinopteri;Perciformes;Triglidae;Prionotus;Prionotus stearnsi,Eukaryota;Chordata;Actinopteri;Perciformes;Triglidae;Prionotus;Prionotus stearnsi,False,True,False,Prionotus stearnsi,Species,urn:lsid:marinespecies.org:taxname:159576,Animalia,Chordata,Teleostei,Perciformes,Triglidae,Prionotus,Success_Batch_Prionotus stearnsi,WoRMS
Eukaryota;Chordata;Actinopteri;Perciformes;Triglidae;Prionotus;Prionotus stearnsi,Eukaryota;Chordata;Actinopteri;Perciformes;Triglidae;Prionotus;Prionotus stearnsi,False,True,False,Prionotus stearnsi,Species,urn:lsid:marinespecies.org:taxname:159576,Animalia,Chordata,Teleostei,Perciformes,Triglidae,Prionotus,Success_Batch_Prionotus stearnsi,WoRMS
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Bothidae;Trichopsetta;Trichopsetta ventralis,Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Bothidae;Trichopsetta;Trichopsetta ventralis,False,False,False,Trichopsetta ventralis,Species,urn:lsid:marinespecies.org:taxname:159217,Animalia,Chordata,Teleostei,Pleuronectiformes,Bothidae,Trichopsetta,Success_Batch_Trichopsetta ventralis,WoRMS
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cyclopsettidae;Citharichthys;Citharichthys cornutus,Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cyclopsettidae;Citharichthys;Citharichthys cornutus,False,True,False,Citharichthys cornutus,Species,urn:lsid:marinespecies.org:taxname:158792,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,Success_Batch_Citharichthys cornutus,WoRMS
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cyclopsettidae;Citharichthys;Citharichthys cornutus,Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cyclopsettidae;Citharichthys;Citharichthys cornutus,False,True,False,Citharichthys cornutus,Species,urn:lsid:marinespecies.org:taxname:158792,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,Success_Batch_Citharichthys cornutus,WoRMS
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cyclopsettidae;Syacium;Syacium papillosum,Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cyclopsettidae;Syacium;Syacium papillosum,False,True,False,Syacium papillosum,Species,urn:lsid:marinespecies.org:taxname:158878,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Syacium,Success_Batch_Syacium papillosum,WoRMS
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Hippoglossina;Hippoglossina oblonga,Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Hippoglossina;Hippoglossina oblonga,False,True,False,Hippoglossina oblonga,Species,urn:lsid:marinespecies.org:taxname:158833,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Hippoglossina,Success_Batch_Hippoglossina oblonga,WoRMS
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Paralichthys;Paralichthys squamilentus,Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Paralichthys;Paralichthys squamilentus,False,True,False,Paralichthys squamilentus,Species,urn:lsid:marinespecies.org:taxname:158827,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Paralichthys,Success_Batch_Paralichthys squamilentus,WoRMS
Eukaryota;Chordata;Actinopteri;Polymixiiformes;Polymixiidae;Polymixia,Eukaryota;Chordata;Actinopteri;Polymixiiformes;Polymixiidae;Polymixia,False,False,False,Polymixia,Genus,urn:lsid:marinespecies.org:taxname:126134,Animalia,Chordata,Teleostei,Polymixiiformes,Polymixiidae,Polymixia,Success_Batch_Polymixia,WoRMS
Eukaryota;Chordata;Actinopteri;Polymixiiformes;Polymixiidae;Polymixia;Polymixia lowei,Eukaryota;Chordata;Actinopteri;Polymixiiformes;Polymixiidae;Polymixia;Polymixia lowei,False,True,False,Polymixia lowei,Species,urn:lsid:marinespecies.org:taxname:158923,Animalia,Chordata,Teleostei,Polymixiiformes,Polymixiidae,Polymixia,Success_Batch_Polymixia lowei,WoRMS
Eukaryota;Chordata;Actinopteri;Polymixiiformes;Polymixiidae;Polymixia;Polymixia lowei,Eukaryota;Chordata;Actinopteri;Polymixiiformes;Polymixiidae;Polymixia;Polymixia lowei,False,True,False,Polymixia lowei,Species,urn:lsid:marinespecies.org:taxname:158923,Animalia,Chordata,Teleostei,Polymixiiformes,Polymixiidae,Polymixia,Success_Batch_Polymixia lowei,WoRMS
Eukaryota;Chordata;Actinopteri;Scombriformes,Eukaryota;Chordata;Actinopteri;Scombriformes,False,True,False,Scombriformes,Order,urn:lsid:marinespecies.org:taxname:1517490,Animalia,Chordata,Teleostei,Scombriformes,,,Success_Batch_Scombriformes,WoRMS
