# requirement_level_code	M	M	M	M	R	R	R	R	O	O	R	R	R	R	R	R					
# section	PCR	PCR	Library preparation sequencing	Library preparation sequencing	Library preparation sequencing	Library preparation sequencing	Library preparation sequencing	Library preparation sequencing	Library preparation sequencing	Library preparation sequencing	Library preparation sequencing	Library preparation sequencing	Library preparation sequencing	Library preparation sequencing	Library preparation sequencing	Bioinformatics					
samp_name	assay_name	pcr_plate_id	lib_id	seq_run_id	lib_conc	lib_conc_unit	lib_conc_meth	phix_perc	mid_forward	mid_reverse	filename	filename2	checksum_filename	checksum_filename2	associatedSequences	input_read_count					
EX2107_D14_09W	Eukarya-18S-V4-Stoeck-Piredda		EX2107_D14_05_18S_S277	OKEX2107part							EX2107_D14_05_18S_S277_R1_001.fastq.gz	EX2107_D14_05_18S_S277_R2_001.fastq.gz	fd0382608cff70fe05a35eb3e7ca1159	b98fe9de67f781cfb695cded428d4b4c		12350					
EX2107_D14_BLW	Eukarya-18S-V4-Stoeck-Piredda		EX2107_D14_Blank_18S_S278	OKEX2107part							EX2107_D14_Blank_18S_S278_R1_001.fastq.gz	EX2107_D14_Blank_18S_S278_R2_001.fastq.gz	7df28bd739aaf3b94bfbf493bdf177de	c2df2200704acb68feb4dfdee947d369		324					
EX2107_EX2201_IndexBlank_18S	Eukarya-18S-V4-Stoeck-Piredda		EX2107_2201Indexing_Blank_18S_S287	OKEX2107part							EX2107_2201Indexing_Blank_18S_S287_R1_001.fastq.gz	EX2107_2201Indexing_Blank_18S_S287_R2_001.fastq.gz	febef808ae5397ea4ee7ee40e5fd39e0	febef808ae5397ea4ee7ee40e5fd39e0		0					
EX2107_EX2205_EX2206_IndexBlank_18S	Eukarya-18S-V4-Stoeck-Piredda		2206_2205_IndexPCRBLK_18S_S176	OKEX2107part							2206_2205_IndexPCRBLK_18S_S176_R1_001.fastq.gz	2206_2205_IndexPCRBLK_18S_S176_R2_001.fastq.gz	febef808ae5397ea4ee7ee40e5fd39e0	febef808ae5397ea4ee7ee40e5fd39e0		0					
EX2107_ExtractBlank	Eukarya-18S-V4-Stoeck-Piredda		EX2107_ExtractionBlank_18S_S279	OKEX2107part							EX2107_ExtractionBlank_18S_S279_R1_001.fastq.gz	EX2107_ExtractionBlank_18S_S279_R2_001.fastq.gz	8ccdce12b1c99aa3a7217ba40dafefc4	761e7be33c66e2563144f7cac4e62213		1					
EX2107_FieldBlank_1	Eukarya-18S-V4-Stoeck-Piredda		18S-control1_S49_L001	OKEX2107part-OKEX2205part_ROV-D2							18S-control1_S49_L001_R1_001.fastq.gz	18S-control1_S49_L001_R2_001.fastq.gz	62ed6fe01db904fbab23bb156fc87c81	d4ae6cf9985ac75604216ce75bae0bbd		1219					
EX2107_FieldBlank_2	Eukarya-18S-V4-Stoeck-Piredda		18S-control2_S50_L001	OKEX2107part-OKEX2205part_ROV-D2							18S-control2_S50_L001_R1_001.fastq.gz	18S-control2_S50_L001_R2_001.fastq.gz	3882b35ad415f3186dbda9f127ebc86d	3882b35ad415f3186dbda9f127ebc86d		0					
EX2107_PCRBlank_Plate1_18S	Eukarya-18S-V4-Stoeck-Piredda		18S_1_2107_PCRBlank_18S_S284	OKEX2107part							18S_1_2107_PCRBlank_18S_S284_R1_001.fastq.gz	18S_1_2107_PCRBlank_18S_S284_R2_001.fastq.gz	8d83511c2ca1797bd9d01e16219ad3f3	f4e812c5df9b9c5df04ed8449dede039		341					
EX2107_PCRBlank_Plate2_18S	Eukarya-18S-V4-Stoeck-Piredda		18S_2_2107_PCRBlank_18S_S285	OKEX2107part							18S_2_2107_PCRBlank_18S_S285_R1_001.fastq.gz	18S_2_2107_PCRBlank_18S_S285_R2_001.fastq.gz	ecf40635cc968d3e4697c39140976da3	2d2a865efc15161baf387da762ee972b		380					
EX2203_CTD003_B01W	Metazoa-COI-Leray-Geller		EX2203-R03-B01-COI_S1_L001	OKEX2203_CTD							EX2203-R03-B01-COI_S1_L001_R1_001.fastq.gz	EX2203-R03-B01-COI_S1_L001_R2_001.fastq.gz	3882b35ad415f3186dbda9f127ebc86d	3882b35ad415f3186dbda9f127ebc86d		0					
EX2203_CTD003_B02W	Metazoa-COI-Leray-Geller		EX2203-R03-B02-COI_S2_L001	OKEX2203_CTD							EX2203-R03-B02-COI_S2_L001_R1_001.fastq.gz	EX2203-R03-B02-COI_S2_L001_R2_001.fastq.gz	91f19586ca62c505b5bc3730b56fbf9e	bdb916d9af77a5eeec6d9ada277f6013		387898					
EX2203_CTD003_B03W	Metazoa-COI-Leray-Geller		EX2203-R03-B03-COI_S3_L001	OKEX2203_CTD							EX2203-R03-B03-COI_S3_L001_R1_001.fastq.gz	EX2203-R03-B03-COI_S3_L001_R2_001.fastq.gz	5cfb43c56262e421556273e02c70b518	18cb20e6c77e6c7b8afef70fb11ddb69		338620					
EX2203_CTD003_B04W	Metazoa-COI-Leray-Geller		EX2203-R03-B04-COI_S4_L001	OKEX2203_CTD							EX2203-R03-B04-COI_S4_L001_R1_001.fastq.gz	EX2203-R03-B04-COI_S4_L001_R2_001.fastq.gz	ab3a63e08a07084a8a07bbab607f8b7d	6b4769bc20ddcde98758c00c6c259346		570328					
EX2203_CTD003_B05W	Metazoa-COI-Leray-Geller		EX2203-R03-B05-COI_S5_L001	OKEX2203_CTD							EX2203-R03-B05-COI_S5_L001_R1_001.fastq.gz	EX2203-R03-B05-COI_S5_L001_R2_001.fastq.gz	c5a4e853f55af1174096dc3b84a55115	dc57745a75e1e80a2e24ba6731043907		259750					
EX2203_CTD003_B06W	Metazoa-COI-Leray-Geller		EX2203-R03-B06-COI_S6_L001	OKEX2203_CTD							EX2203-R03-B06-COI_S6_L001_R1_001.fastq.gz	EX2203-R03-B06-COI_S6_L001_R2_001.fastq.gz	f2830945e899ec11774bf48013f75a20	c2b5d32fcac83bcfddcbf993d8e43a38		355419					
EX2203_CTD003_FieldBlank	Metazoa-COI-Leray-Geller		EX2203-R03-Blank-COI_S7_L001	OKEX2203_CTD							EX2203-R03-Blank-COI_S7_L001_R1_001.fastq.gz	EX2203-R03-Blank-COI_S7_L001_R2_001.fastq.gz	d02755731949934f5140e15ba52e16e2	33116c4abc58809600df1062b3140f36		323491					
EX2203_CTD004_B01W	Metazoa-COI-Leray-Geller		EX2203-R04-B01-COI_S8_L001	OKEX2203_CTD							EX2203-R04-B01-COI_S8_L001_R1_001.fastq.gz	EX2203-R04-B01-COI_S8_L001_R2_001.fastq.gz	de684123f15b31114e0af5d1528fcd23	a93a5ce7410f657dbcb99f056796facb		284200					
EX2203_CTD004_B02W	Metazoa-COI-Leray-Geller		EX2203-R04-B02-COI_S9_L001	OKEX2203_CTD							EX2203-R04-B02-COI_S9_L001_R1_001.fastq.gz	EX2203-R04-B02-COI_S9_L001_R2_001.fastq.gz	e332d5e146ba32a7ab881a8096cad570	a1ebb3efa21c580a32ed4f2a09f1ad94		351					
EX2203_CTD004_B03W	Metazoa-COI-Leray-Geller		EX2203-R04-B03-COI_S10_L001	OKEX2203_CTD							EX2203-R04-B03-COI_S10_L001_R1_001.fastq.gz	EX2203-R04-B03-COI_S10_L001_R2_001.fastq.gz	c5765ba72c3d9078f3868e77a4140947	05ca47585e7f2bf230b47bd4247f1fc1		2					
EX2203_CTD004_B04W	Metazoa-COI-Leray-Geller		EX2203-R04-B04-COI_S11_L001	OKEX2203_CTD							EX2203-R04-B04-COI_S11_L001_R1_001.fastq.gz	EX2203-R04-B04-COI_S11_L001_R2_001.fastq.gz	c129acc264f71c32ed6aa04f3d7791bf	66ae98488149000eab168e88100e0606		110					
EX2203_CTD004_B05W	Metazoa-COI-Leray-Geller		EX2203-R04-B05-COI_S12_L001	OKEX2203_CTD							EX2203-R04-B05-COI_S12_L001_R1_001.fastq.gz	EX2203-R04-B05-COI_S12_L001_R2_001.fastq.gz	a92b5c5b5050fa649be53be1443fcb31	284ac599c3c9a7f9102853dd3b3b8bf4		345159					
EX2203_CTD004_B06W	Metazoa-COI-Leray-Geller		EX2203-R04-B06-COI_S13_L001	OKEX2203_CTD							EX2203-R04-B06-COI_S13_L001_R1_001.fastq.gz	EX2203-R04-B06-COI_S13_L001_R2_001.fastq.gz	39754eb98fd7c437b53c8f62c63b6c24	b4e866d9f857b26463745069d5a1b6a1		314037					
EX2203_CTD004_FieldBlank	Metazoa-COI-Leray-Geller		EX2203-R04-Blank-COI_S14_L001	OKEX2203_CTD							EX2203-R04-Blank-COI_S14_L001_R1_001.fastq.gz	EX2203-R04-Blank-COI_S14_L001_R2_001.fastq.gz	bf1efde5db1c4d0d90db86d714b4a03f	32c028a528d6a45db7fb021e51a4d940		338610					
EX2203_CTD005_B01W	Metazoa-COI-Leray-Geller		EX2203-R05-B01-COI_S15_L001	OKEX2203_CTD							EX2203-R05-B01-COI_S15_L001_R1_001.fastq.gz	EX2203-R05-B01-COI_S15_L001_R2_001.fastq.gz	499a51e1af242ab483331542acf70cb4	0b5d2f43b959597fadcedba69ee4b28f		9767					
EX2203_CTD005_B02W	Metazoa-COI-Leray-Geller		EX2203-R05-B02-COI_S16_L001	OKEX2203_CTD							EX2203-R05-B02-COI_S16_L001_R1_001.fastq.gz	EX2203-R05-B02-COI_S16_L001_R2_001.fastq.gz	998346a210f646523354c82fbe314dd8	02e72016167331b7a25a50e492c8797c		116135					
EX2203_CTD005_B03W	Metazoa-COI-Leray-Geller		EX2203-R05-B03-COI_S17_L001	OKEX2203_CTD							EX2203-R05-B03-COI_S17_L001_R1_001.fastq.gz	EX2203-R05-B03-COI_S17_L001_R2_001.fastq.gz	4f9039a9551f1acec820638b0a9ecacf	074abd36e7f872fc4a2b84340fc1ecf6		5942					
EX2203_CTD005_B04W	Metazoa-COI-Leray-Geller		EX2203-R05-B04-COI_S18_L001	OKEX2203_CTD							EX2203-R05-B04-COI_S18_L001_R1_001.fastq.gz	EX2203-R05-B04-COI_S18_L001_R2_001.fastq.gz	1a770cdab0a8efbfe5e04c951adea928	dca30578322eab6bd5e230157b4d2e94		355111					
EX2203_CTD005_B05W	Metazoa-COI-Leray-Geller		EX2203-R05-B05-COI_S19_L001	OKEX2203_CTD							EX2203-R05-B05-COI_S19_L001_R1_001.fastq.gz	EX2203-R05-B05-COI_S19_L001_R2_001.fastq.gz	97b5a14d1652c684dbab62fcbf2ea23c	ed2aa3b623e3a5d73c38223d6555dd25		385152					
EX2203_CTD005_B06W	Metazoa-COI-Leray-Geller		EX2203-R05-B06-COI_S20_L001	OKEX2203_CTD							EX2203-R05-B06-COI_S20_L001_R1_001.fastq.gz	EX2203-R05-B06-COI_S20_L001_R2_001.fastq.gz	56eb6b9bab4ea43e69672a03c2cc5028	dce45c7fd3e9dc77ace267bd4cfdac11		407582					
EX2203_CTD005_FieldBlank	Metazoa-COI-Leray-Geller		EX2203-R05-Blank-COI_S21_L001	OKEX2203_CTD							EX2203-R05-Blank-COI_S21_L001_R1_001.fastq.gz	EX2203-R05-Blank-COI_S21_L001_R2_001.fastq.gz	956f423391e4943743736a9dc68ffb4c	37e94ce25e13acba7ee657729f8b2e63		473					
EX2203_CTD006_B01W	Metazoa-COI-Leray-Geller		EX2203-R06-B01-COI_S22_L001	OKEX2203_CTD							EX2203-R06-B01-COI_S22_L001_R1_001.fastq.gz	EX2203-R06-B01-COI_S22_L001_R2_001.fastq.gz	32b9bc44e20107fcded8527cf4ab6fe2	300361a2f281e4ddfde3b973bfa49770		1366					
EX2203_CTD006_B02W	Metazoa-COI-Leray-Geller		EX2203-R06-B02-COI_S23_L001	OKEX2203_CTD							EX2203-R06-B02-COI_S23_L001_R1_001.fastq.gz	EX2203-R06-B02-COI_S23_L001_R2_001.fastq.gz	1fef34ce8bf1d386b4301863dd191b09	f094005feb11965bf641888ea77e07a1		232899					
EX2203_CTD006_B03W	Metazoa-COI-Leray-Geller		EX2203-R06-B03-COI_S24_L001	OKEX2203_CTD							EX2203-R06-B03-COI_S24_L001_R1_001.fastq.gz	EX2203-R06-B03-COI_S24_L001_R2_001.fastq.gz	ff1f41d977d2d85dbdc9644ddf4eb9dd	6252743773e08565468c3ff4cf004c32		323910					
EX2203_CTD006_B04W	Metazoa-COI-Leray-Geller		EX2203-R06-B04-COI_S25_L001	OKEX2203_CTD							EX2203-R06-B04-COI_S25_L001_R1_001.fastq.gz	EX2203-R06-B04-COI_S25_L001_R2_001.fastq.gz	58991f8c66f9a41d8bd632b5cf1463bf	f50bc45be4991bac1f41fdc715b6a3a3		386083					
EX2203_CTD006_B05W	Metazoa-COI-Leray-Geller		EX2203-R06-B05-COI_S26_L001	OKEX2203_CTD							EX2203-R06-B05-COI_S26_L001_R1_001.fastq.gz	EX2203-R06-B05-COI_S26_L001_R2_001.fastq.gz	280d2f994e9782927876d4115d7256e4	edcf117da4cd58679fcfbc5563f9e045		307122					
EX2203_CTD006_B06W	Metazoa-COI-Leray-Geller		EX2203-R06-B06-COI_S27_L001	OKEX2203_CTD							EX2203-R06-B06-COI_S27_L001_R1_001.fastq.gz	EX2203-R06-B06-COI_S27_L001_R2_001.fastq.gz	ad46e647adc917e667f73813f7d4f144	60f783879ef7e652164d82ec1103e7b9		406980					
EX2203_CTD006_FieldBlank	Metazoa-COI-Leray-Geller		EX2203-R06-Blank-COI_S28_L001	OKEX2203_CTD							EX2203-R06-Blank-COI_S28_L001_R1_001.fastq.gz	EX2203-R06-Blank-COI_S28_L001_R2_001.fastq.gz	ee26de1f07815871219a5b6a24de425d	9740e2b35fd24f29f4ecb24fd9d6eabd		152442					
EX2203_CTD007_B01W	Metazoa-COI-Leray-Geller		EX2203-R07-B01-COI_S29_L001	OKEX2203_CTD							EX2203-R07-B01-COI_S29_L001_R1_001.fastq.gz	EX2203-R07-B01-COI_S29_L001_R2_001.fastq.gz	213ffa9f15ba62e84f2e76320f114030	4ee463c6e39a314a5ddd419449457af3		215635					
EX2203_CTD007_B02W	Metazoa-COI-Leray-Geller		EX2203-R07-B02-COI_S30_L001	OKEX2203_CTD							EX2203-R07-B02-COI_S30_L001_R1_001.fastq.gz	EX2203-R07-B02-COI_S30_L001_R2_001.fastq.gz	db0285d69b22290f7373a50dcd6e8047	70d7afd2b819e5c0ee84ee15423f7d44		26246					
EX2203_CTD007_B03W	Metazoa-COI-Leray-Geller		EX2203-R07-B03-COI_S31_L001	OKEX2203_CTD							EX2203-R07-B03-COI_S31_L001_R1_001.fastq.gz	EX2203-R07-B03-COI_S31_L001_R2_001.fastq.gz	b40046eac0daf0c9cc2498e7d9574ba5	ca16a39f69097d55a70e9d8c1b970b11		283					
EX2203_CTD007_B04W	Metazoa-COI-Leray-Geller		EX2203-R07-B04-COI_S32_L001	OKEX2203_CTD							EX2203-R07-B04-COI_S32_L001_R1_001.fastq.gz	EX2203-R07-B04-COI_S32_L001_R2_001.fastq.gz	8fd68f762a5337e7ef03848641e0299e	b63203edf43602a22e501ff8542ca4af		4640					
EX2203_CTD007_B05W	Metazoa-COI-Leray-Geller		EX2203-R07-B05-COI_S33_L001	OKEX2203_CTD							EX2203-R07-B05-COI_S33_L001_R1_001.fastq.gz	EX2203-R07-B05-COI_S33_L001_R2_001.fastq.gz	860848e18d954bd8b64e60e1a3d7c5f8	dc4e8ce06649d6caaa5923436151bb7c		332116					
EX2203_CTD007_B06W	Metazoa-COI-Leray-Geller		EX2203-R07-B06-COI_S34_L001	OKEX2203_CTD							EX2203-R07-B06-COI_S34_L001_R1_001.fastq.gz	EX2203-R07-B06-COI_S34_L001_R2_001.fastq.gz	43707fd516ad7ac558f5c77000a14441	11dec56f04bbb3de074ffa01ff3df6ba		398799					
EX2203_CTD007_FieldBlank	Metazoa-COI-Leray-Geller		EX2203-R07-Blank-COI_S35_L001	OKEX2203_CTD							EX2203-R07-Blank-COI_S35_L001_R1_001.fastq.gz	EX2203-R07-Blank-COI_S35_L001_R2_001.fastq.gz	e20edd0821387b359b492e6114af5cc0	c24bb7ec9d5c882840f5b738bf00d167		203862					
EX2203_CTD009_B01W	Metazoa-COI-Leray-Geller		EX2203-R09-B01-COI_S36_L001	OKEX2203_CTD							EX2203-R09-B01-COI_S36_L001_R1_001.fastq.gz	EX2203-R09-B01-COI_S36_L001_R2_001.fastq.gz	8867ed1677059a3f2c73f10a956160d8	7c61b3fe19fcb1277d3c526ee2196fae		480494					
EX2203_CTD009_B02W	Metazoa-COI-Leray-Geller		EX2203-R09-B02-COI_S37_L001	OKEX2203_CTD							EX2203-R09-B02-COI_S37_L001_R1_001.fastq.gz	EX2203-R09-B02-COI_S37_L001_R2_001.fastq.gz	6bedc5e358030d95e7223e45fc39a88a	56b39cd886b900346e72bb8d20038186		406125					
EX2203_CTD009_B03W	Metazoa-COI-Leray-Geller		EX2203-R09-B03-COI_S38_L001	OKEX2203_CTD							EX2203-R09-B03-COI_S38_L001_R1_001.fastq.gz	EX2203-R09-B03-COI_S38_L001_R2_001.fastq.gz	822d8a29c989704b5c097a943153889a	a30665fc9572ffb1378d6e993ee2dc3d		383492					
EX2203_CTD009_B04W	Metazoa-COI-Leray-Geller		EX2203-R09-B04-COI_S39_L001	OKEX2203_CTD							EX2203-R09-B04-COI_S39_L001_R1_001.fastq.gz	EX2203-R09-B04-COI_S39_L001_R2_001.fastq.gz	d8c7a408ab8b4176f885077edec07bda	3be183fa42675e042d272642f7c3d2dc		241580					
EX2203_CTD009_B05W	Metazoa-COI-Leray-Geller		EX2203-R09-B05-COI_S40_L001	OKEX2203_CTD							EX2203-R09-B05-COI_S40_L001_R1_001.fastq.gz	EX2203-R09-B05-COI_S40_L001_R2_001.fastq.gz	1ef1687fe4ec1e98b4c7661d276e1bcf	5398acf4396e42d82f3786fa41e3204b		349721					
EX2203_CTD009_B06W	Metazoa-COI-Leray-Geller		EX2203-R09-B06-COI_S41_L001	OKEX2203_CTD							EX2203-R09-B06-COI_S41_L001_R1_001.fastq.gz	EX2203-R09-B06-COI_S41_L001_R2_001.fastq.gz	14a59c94b51ac2f274c4741f0ba5fd1b	1d2970086445c54ba524c95ab241a41f		611160					
EX2203_CTD009_FieldBlank	Metazoa-COI-Leray-Geller		EX2203-R09-Blank-COI_S42_L001	OKEX2203_CTD							EX2203-R09-Blank-COI_S42_L001_R1_001.fastq.gz	EX2203-R09-Blank-COI_S42_L001_R2_001.fastq.gz	b35a236b3be7137efd41a1608fbcfd58	c7b456ca7b1a7cfd2599c7676132c2d1		448019					
EX2203_CTD010_B01W	Metazoa-COI-Leray-Geller		EX2203-R10-B01-COI_S43_L001	OKEX2203_CTD							EX2203-R10-B01-COI_S43_L001_R1_001.fastq.gz	EX2203-R10-B01-COI_S43_L001_R2_001.fastq.gz	1b75203bedee2492d3e4b1a6ebb6f3f4	40d1922f663453250823067034d43d83		375438					
EX2203_CTD010_B02W	Metazoa-COI-Leray-Geller		EX2203-R10-B02-COI_S44_L001	OKEX2203_CTD							EX2203-R10-B02-COI_S44_L001_R1_001.fastq.gz	EX2203-R10-B02-COI_S44_L001_R2_001.fastq.gz	c745f17b63db708eb7fdff29893629ed	3987b9b4a22b5d11d3bdfdd4dab11c6c		404677					
EX2203_CTD010_B04W	Metazoa-COI-Leray-Geller		EX2203-R10-B04-COI_S45_L001	OKEX2203_CTD							EX2203-R10-B04-COI_S45_L001_R1_001.fastq.gz	EX2203-R10-B04-COI_S45_L001_R2_001.fastq.gz	f2c2cfe261803f6246ca3dd2bb9b1945	bed84c76d0346d2441359f0314407f6a		376847					
EX2203_CTD010_FieldBlank	Metazoa-COI-Leray-Geller		EX2203-R10-Blank-COI_S46_L001	OKEX2203_CTD							EX2203-R10-Blank-COI_S46_L001_R1_001.fastq.gz	EX2203-R10-Blank-COI_S46_L001_R2_001.fastq.gz	6de36fc77017641be10d2204b84a88ca	55ebb3f6f3e94950ba8aa8fa9ed4be9d		302132					
EX2203_ExtractBlank	Metazoa-COI-Leray-Geller		EX2203-ExtractBlank-COI_S47_L001	OKEX2203_CTD							EX2203-ExtractBlank-COI_S47_L001_R1_001.fastq.gz	EX2203-ExtractBlank-COI_S47_L001_R2_001.fastq.gz	fc7306eeb5458e0344fa2956ee19cf74	bbd01f1d20c968b340101b5338a982c2		1499					
EX2203_PCRBlank_COI	Metazoa-COI-Leray-Geller		EX2203-NegativeControl-COI_S48_L001	OKEX2203_CTD							EX2203-NegativeControl-COI_S48_L001_R1_001.fastq.gz	EX2203-NegativeControl-COI_S48_L001_R2_001.fastq.gz	68eff05234e9196df0e05e8ddb219014	5870dba1b7d6f9434d74e017f8ae36c8		180					
EX2206_D01_01W	Eukarya-18S-V4-Stoeck-Piredda		EX2206_D01_01_18S_S89	EX2206							EX2206_D01_01_18S_S89_R1_001.fastq.gz	EX2206_D01_01_18S_S89_R2_001.fastq.gz	1146864fd23b51961797a2320f4e757d	daa5378e7a13e8b5206feb0ba7625661		261987					
EX2206_D01_02W	Eukarya-18S-V4-Stoeck-Piredda		EX2206_D01_02_18S_S90	EX2206							EX2206_D01_02_18S_S90_R1_001.fastq.gz	EX2206_D01_02_18S_S90_R2_001.fastq.gz	febef808ae5397ea4ee7ee40e5fd39e0	febef808ae5397ea4ee7ee40e5fd39e0		0					
EX2206_D01_07W	Eukarya-18S-V4-Stoeck-Piredda		EX2206_D01_07_18S_S91	EX2206							EX2206_D01_07_18S_S91_R1_001.fastq.gz	EX2206_D01_07_18S_S91_R2_001.fastq.gz	3ac94430f39ceeaa234b52ee08d104f6	e2e9b2ec4b92e81d550da5367f7d89b4		257712					
EX2206_D01_BLW	Eukarya-18S-V4-Stoeck-Piredda		EX2206_D01_BLK_18S_S92	EX2206							EX2206_D01_BLK_18S_S92_R1_001.fastq.gz	EX2206_D01_BLK_18S_S92_R2_001.fastq.gz	183037813c11e0f5e45f3007f187b2b2	d91cac11b041b8e57eb2aea0d4ce4baf		191136					
EX2206_D02_01W	Eukarya-18S-V4-Stoeck-Piredda		EX2206_D02_01_18S_S93	EX2206							EX2206_D02_01_18S_S93_R1_001.fastq.gz	EX2206_D02_01_18S_S93_R2_001.fastq.gz	f3367c91c9d304688d25bea6c2fd247a	0c6f1cc61f1430672413fad5ba37b9e9		200104					
EX2206_D02_09W	Eukarya-18S-V4-Stoeck-Piredda		EX2206_D02_09_18S_S94	EX2206							EX2206_D02_09_18S_S94_R1_001.fastq.gz	EX2206_D02_09_18S_S94_R2_001.fastq.gz	a8f57964e2345f04ceba84d3332e8725	fa1b39e3de801ee0079fe177a7c8e4b3		109407					
EX2206_D02_BLW	Eukarya-18S-V4-Stoeck-Piredda		EX2206_D02_BLK_18S_S95	EX2206							EX2206_D02_BLK_18S_S95_R1_001.fastq.gz	EX2206_D02_BLK_18S_S95_R2_001.fastq.gz	e829cc67923532ffd121976f84b31d35	bafcc06b523c0aba59e11aa39dc09743		134551					
EX2206_D03_01W	Eukarya-18S-V4-Stoeck-Piredda		EX2206_D03_01_18S_S96	EX2206							EX2206_D03_01_18S_S96_R1_001.fastq.gz	EX2206_D03_01_18S_S96_R2_001.fastq.gz	30d97d77aed8f189709a79806af18e1b	c668009a1ab05681563c075a4d462a4b		210994					
EX2206_D03_04W	Eukarya-18S-V4-Stoeck-Piredda		EX2206_D03_04_18S_S99	EX2206							EX2206_D03_04_18S_S99_R1_001.fastq.gz	EX2206_D03_04_18S_S99_R2_001.fastq.gz	0f5e0246f1707850883ad506ce573592	a77ed84d63e571706777737643d156a5		295749					
EX2206_D03_05W	Eukarya-18S-V4-Stoeck-Piredda		EX2206_D03_05_18S_S100	EX2206							EX2206_D03_05_18S_S100_R1_001.fastq.gz	EX2206_D03_05_18S_S100_R2_001.fastq.gz	1808cb89ab2506c471820300a27ce973	cd58a085b20b29a2972f2be1be031d6e		323967					
EX2206_D03_06W	Eukarya-18S-V4-Stoeck-Piredda		EX2206_D03_02_18S_S97	EX2206							EX2206_D03_02_18S_S97_R1_001.fastq.gz	EX2206_D03_02_18S_S97_R2_001.fastq.gz	fc074a51791595e9fc2a0fc22e1e2e78	e13c17bb1377bd554fbf72b36c4028f2		244151					
EX2206_D03_08W	Eukarya-18S-V4-Stoeck-Piredda		EX2206_D03_03_18S_S98	EX2206							EX2206_D03_03_18S_S98_R1_001.fastq.gz	EX2206_D03_03_18S_S98_R2_001.fastq.gz	b35b7ea383aa46f7f663b19b5bd90962	0758d5edbb8cc4c2382e3717f2940504		382467					
EX2206_D03_BLW	Eukarya-18S-V4-Stoeck-Piredda		EX2206_D03_BLK_18S_S101	EX2206							EX2206_D03_BLK_18S_S101_R1_001.fastq.gz	EX2206_D03_BLK_18S_S101_R2_001.fastq.gz	eb4c49ec0f517ee86121937cb3f7b940	cf9f98fb687f195eacca11cde09d9455		185449					
EX2206_D04_01W	Eukarya-18S-V4-Stoeck-Piredda		EX2206_D04_01_18S_S102	EX2206							EX2206_D04_01_18S_S102_R1_001.fastq.gz	EX2206_D04_01_18S_S102_R2_001.fastq.gz	4cfc43de8f488f15dd05d7aac076df5f	6fac5b1e7096fa745f564eefe5e97f3c		275397					
EX2206_D04_06W	Eukarya-18S-V4-Stoeck-Piredda		EX2206_D04_06_18S_S103	EX2206							EX2206_D04_06_18S_S103_R1_001.fastq.gz	EX2206_D04_06_18S_S103_R2_001.fastq.gz	14a8731e84c2ac32c331be4f656e2c12	c909322192800c5d1d446b9aaba13e42		105					
EX2206_D04_BLW	Eukarya-18S-V4-Stoeck-Piredda		EX2206_D04_BLK_18S_S104	EX2206							EX2206_D04_BLK_18S_S104_R1_001.fastq.gz	EX2206_D04_BLK_18S_S104_R2_001.fastq.gz	03961a39989de2c89336d421ba50a4f0	576f11df452c7d4408532a9b9449cb12		223719					
EX2206_D06_01W	Eukarya-18S-V4-Stoeck-Piredda		EX2206_D06_01_18S_S105	EX2206							EX2206_D06_01_18S_S105_R1_001.fastq.gz	EX2206_D06_01_18S_S105_R2_001.fastq.gz	efaf30f24235561ff67e61139a221470	db04e80363c33b603173ba0579a40c71		153134					
EX2206_D06_02W	Eukarya-18S-V4-Stoeck-Piredda		EX2206_D06_02_18S_S106	EX2206							EX2206_D06_02_18S_S106_R1_001.fastq.gz	EX2206_D06_02_18S_S106_R2_001.fastq.gz	df61b97cd7134dccb40ec3989488aa9c	242a03d564281ec4ac60bd542a819c78		202192					
EX2206_D06_BLW	Eukarya-18S-V4-Stoeck-Piredda		EX2206_D06_BLK_18S_S107	EX2206							EX2206_D06_BLK_18S_S107_R1_001.fastq.gz	EX2206_D06_BLK_18S_S107_R2_001.fastq.gz	b41063e60fe8e1a7a61d7ef1c6c68e7d	14f350b014d325984af20d2ecee082fd		5073					
EX2206_D07_01W	Eukarya-18S-V4-Stoeck-Piredda		EX2206_D07_01_18S_S108	EX2206							EX2206_D07_01_18S_S108_R1_001.fastq.gz	EX2206_D07_01_18S_S108_R2_001.fastq.gz	c1ae4a479425ec19159112b15bb2feb0	b6152875a3249a47b18160d4f9e9204e		437903					
EX2206_D07_02W	Eukarya-18S-V4-Stoeck-Piredda		EX2206_D07_02_18S_S109	EX2206							EX2206_D07_02_18S_S109_R1_001.fastq.gz	EX2206_D07_02_18S_S109_R2_001.fastq.gz	078ba3882c57829d58193f6e8998c6e4	4f9a94bd7bb7357604d9dc31003ab054		242189					
EX2206_D07_03W	Eukarya-18S-V4-Stoeck-Piredda		EX2206_D07_03_18S_S110	EX2206							EX2206_D07_03_18S_S110_R1_001.fastq.gz	EX2206_D07_03_18S_S110_R2_001.fastq.gz	c599147cf918d62263163a17d214b784	2f3efe0b37840670d4c829ff07eba074		276708					
EX2206_D07_04W	Eukarya-18S-V4-Stoeck-Piredda		EX2206_D07_04_18S_S111	EX2206							EX2206_D07_04_18S_S111_R1_001.fastq.gz	EX2206_D07_04_18S_S111_R2_001.fastq.gz	e254e411d4c7258ba8438803d4bbf9fb	2ecf05780e05b71d96d6d969ec4557e0		189908					
